"LEA_STATE","NMCNTY","total_ct_enr","total_ct_gt_enr","group_enr_ct","group_gt_enr_ct","group_missing_count_lower","group_missing_count_upper","group_missing_perc_lower","group_missing_perc_upper","group","year","region","state_perc_gt","state_nonT1_perc_gt"
"CA","San Mateo County",94157,3190,25941,1282,1066,1476,0.454003407155026,0.535170413343002,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Barbara County",70716,4762,16560,1869,236,326,0.112114014251781,0.148519362186788,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Clara County",272808,4689,53801,1471,2519,3488,0.631328320802005,0.703367614438395,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Cruz County",38853,1872,14594,695,590,817,0.459143968871595,0.540343915343915,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Shasta County",25897,1921,17673,1392,783,1084,0.36,0.437802907915994,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sierra County",410,0,333,0,20,28,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Siskiyou County",6334,92,3801,68,205,283,0.750915750915751,0.806267806267806,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Solano County",64850,3511,16409,1411,266,368,0.158616577221228,0.206857785272625,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sonoma County",68490,2150,29258,1454,884,1224,0.378100940975192,0.457057505601195,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Stanislaus County",112510,6359,30028,2410,758,1049,0.239267676767677,0.303266840127204,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sutter County",22560,617,8932,240,313,513,0.566003616636528,0.681274900398406,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tehama County",10941,0,5663,0,345,478,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Trinity County",1424,25,1002,18,52,73,0.742857142857143,0.802197802197802,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tulare County",105179,1402,16509,335,719,1057,0.682163187855787,0.75933908045977,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tuolumne County",5726,130,4217,112,144,243,0.5625,0.684507042253521,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Ventura County",149895,8687,46601,3897,786,1088,0.167841127482383,0.218254764292879,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Yolo County",31347,2573,10640,838,311,430,0.270670147954743,0.339116719242902,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Yuba County",14385,290,6074,158,212,354,0.572972972972973,0.69140625,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA",NA,19253,7,4342,2,263,364,0.992452830188679,0.994535519125683,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
